x,y,u
0.796875,0.046875,1.095529876915732e-05
0.8125,0.046875,1.0213835504675936e-05
0.828125,0.046875,9.452235995057069e-06
0.84375,0.046875,8.671985311051559e-06
0.859375,0.046875,7.874303667590252e-06
0.875,0.046875,7.060156772910379e-06
0.890625,0.046875,6.230270124584839e-06
0.90625,0.046875,5.385146528116254e-06
0.921875,0.046875,4.525086227050593e-06
0.9375,0.046875,3.650209143839548e-06
0.953125,0.046875,2.7604788315365933e-06
0.96875,0.046875,1.855727833770839e-06
0.984375,0.046875,9.356842922603708e-07
1.0,0.046875,0.0
0.0,0.0625,0.0
0.015625,0.0625,7.499702781032333e-07
0.03125,0.0625,1.5128694066225763e-06
0.046875,0.0625,2.288991208710939e-06
0.0625,0.0625,3.078583072175663e-06
0.078125,0.0625,3.881816043010993e-06
0.09375,0.0625,4.69875317984558e-06
0.109375,0.0625,5.529316332640656e-06
0.125,0.0625,6.373251490055509e-06
0.140625,0.0625,7.230092906101515e-06
0.15625,0.0625,8.099126342060222e-06
0.171875,0.0625,8.979351926458017e-06
0.1875,0.0625,9.869447334840877e-06
0.203125,0.0625,1.0767732215648449e-05
0.21875,0.0625,1.1672135031034578e-05
0.234375,0.0625,1.2580163731074639e-05
0.25,0.0625,1.348888192083334e-05
0.265625,0.0625,1.4394892391257718e-05
0.28125,0.0625,1.529433004033952e-05
0.296875,0.0625,1.6182866279190683e-05
0.3125,0.0625,1.7055726964261824e-05
0.328125,0.0625,1.79077256875311e-05
0.34375,0.0625,1.8733313861108654e-05
0.359375,0.0625,1.9526648431454455e-05
0.375,0.0625,2.0281677248071664e-05
0.390625,0.0625,2.0992241112059024e-05
0.40625,0.0625,2.1652190389517305e-05
0.421875,0.0625,2.225551287212241e-05
0.4375,0.0625,2.2796468408597615e-05
0.453125,0.0625,2.326972484202604e-05
0.46875,0.0625,2.3670489099352475e-05
0.484375,0.0625,2.399462700686715e-05
0.5,0.0625,2.4238765629189544e-05
0.515625,0.0625,2.4400372675555404e-05
0.53125,0.0625,2.4477808747324142e-05
0.546875,0.0625,2.447034981082469e-05
0.5625,0.0625,2.437817911350902e-05
0.578125,0.0625,2.420234963257951e-05
0.59375,0.0625,2.39447198662533e-05
0.609375,0.0625,2.3607867188017344e-05
0.625,0.0625,2.3194983971726474e-05
0.640625,0.0625,2.2709762208447012e-05
0.65625,0.0625,2.215627238289055e-05
0.671875,0.0625,2.1538842016766237e-05
0.6875,0.0625,2.0861938611358256e-05
0.703125,0.0625,2.0130060841271154e-05
0.71875,0.0625,1.9347640874359372e-05
0.734375,0.0625,1.8518959715079872e-05
0.75,0.0625,1.7648076564743892e-05
0.765625,0.0625,1.6738772413392715e-05
0.78125,0.0625,1.579450745221057e-05
0.796875,0.0625,1.4818391430721287e-05
0.8125,0.0625,1.3813165772626562e-05
0.828125,0.0625,1.2781196091006856e-05
0.84375,0.0625,1.1724473685002048e-05
0.859375,0.0625,1.0644624631238782e-05
0.875,0.0625,9.54292517997671e-06
0.890625,0.0625,8.42032230631654e-06
0.90625,0.0625,7.277458432251527e-06
0.921875,0.0625,6.114699511140408e-06
0.9375,0.0625,4.932165842268159e-06
0.953125,0.0625,3.7297651561190616e-06
0.96875,0.0625,2.5072276889979547e-06
0.984375,0.0625,1.2641431774213507e-06
1.0,0.0625,0.0
0.0,0.078125,0.0
0.015625,0.078125,9.499893618244044e-07
0.03125,0.078125,1.916395559082966e-06
0.046875,0.078125,2.8996466299988503e-06
0.0625,0.078125,3.9001127859567375e-06
0.078125,0.078125,4.918068688524408e-06
0.09375,0.078125,5.953653478578972e-06
0.109375,0.078125,7.006828613207044e-06
0.125,0.078125,8.077333628615151e-06
0.140625,0.078125,9.16464005761832e-06
0.15625,0.078125,1.0267903893041644e-05
0.171875,0.078125,1.138591720024194e-05
0.1875,0.078125,1.2517059738555264e-05
0.203125,0.078125,1.3659251747368544e-05
0.21875,0.078125,1.4809909379439046e-05
0.234375,0.078125,1.5965904609033223e-05
0.25,0.078125,1.71235317859992e-05
0.265625,0.078125,1.827848332192823e-05
0.28125,0.078125,1.9425837245733068e-05
0.296875,0.078125,2.0560059510036723e-05
0.3125,0.078125,2.1675023917458453e-05
0.328125,0.078125,2.2764052315639397e-05
0.34375,0.078125,2.381997723374386e-05
0.359375,0.078125,2.483522836509818e-05
0.375,0.078125,2.5801943226242882e-05
0.390625,0.078125,2.671210095993691e-05
0.40625,0.078125,2.7557676658018317e-05
0.421875,0.078125,2.833081186566546e-05
0.4375,0.078125,2.902399524273902e-05
0.453125,0.078125,2.9630245885869333e-05
0.46875,0.078125,3.014329075511997e-05
0.484375,0.078125,3.055772718294582e-05
0.5,0.078125,3.0869161701617745e-05
0.515625,0.078125,3.1074317457626404e-05
0.53125,0.078125,3.117110423599424e-05
0.546875,0.078125,3.115864743937614e-05
0.5625,0.078125,3.1037275018136886e-05
0.578125,0.078125,3.080846404333767e-05
0.59375,0.078125,3.0474751069708648e-05
0.609375,0.078125,3.003961241049497e-05
0.625,0.078125,2.950732178012972e-05
0.640625,0.078125,2.8882793389086687e-05
0.65625,0.078125,2.8171418525691783e-05
0.671875,0.078125,2.7378903034163923e-05
0.6875,0.078125,2.6511112045902732e-05
0.703125,0.078125,2.55739270093548e-05
0.71875,0.078125,2.4573118652924813e-05
0.734375,0.078125,2.351423814061602e-05
0.75,0.078125,2.240252744194759e-05
0.765625,0.078125,2.1242848899741247e-05
0.78125,0.078125,2.0039633171254267e-05
0.796875,0.078125,1.8796844142070708e-05
0.8125,0.078125,1.7517959050630238e-05
0.828125,0.078125,1.620596188457094e-05
0.84375,0.078125,1.4863348082731253e-05
0.859375,0.078125,1.34921386624124e-05
0.875,0.078125,1.2093902056591213e-05
0.890625,0.078125,1.0669782160976975e-05
0.90625,0.078125,9.220531332422821e-06
0.921875,0.078125,7.746547330408365e-06
0.9375,0.078125,6.2479134403487205e-06
0.953125,0.078125,4.724441256056924e-06
0.96875,0.078125,3.175715830419315e-06
0.984375,0.078125,1.6011431350001615e-06
1.0,0.078125,0.0
0.0,0.09375,0.0
0.015625,0.09375,1.155160757551862e-06
0.03125,0.09375,2.3303497009453818e-06
0.046875,0.09375,3.5261678720567713e-06
0.0625,0.09375,4.743148443104918e-06
0.078125,0.09375,5.981710923835704e-06
0.09375,0.09375,7.2421125477381904e-06
0.109375,0.09375,8.524396771463302e-06
0.125,0.09375,9.828338931591087e-06
0.140625,0.09375,1.115338925493215e-05
0.15625,0.09375,1.2498613624080509e-05
0.171875,0.09375,1.386263276334959e-05
0.1875,0.09375,1.5243560832259254e-05
0.203125,0.09375,1.6638944791876508e-05
0.21875,0.09375,1.8045706336499744e-05
0.234375,0.09375,1.9460088645875278e-05
0.25,0.09375,2.0877610689132683e-05
0.265625,0.09375,2.2293032268011212e-05
0.28125,0.09375,2.3700333378662458e-05
0.296875,0.09375,2.509271174083172e-05
0.3125,0.09375,2.646260242208201e-05
0.328125,0.09375,2.7801723297707888e-05
0.34375,0.09375,2.910114955960498e-05
0.359375,0.09375,3.0351419557093895e-05
0.375,0.09375,3.154267288360332e-05
0.390625,0.09375,3.2664819822499314e-05
0.40625,0.09375,3.370773909972799e-05
0.421875,0.09375,3.4661498497313075e-05
0.4375,0.09375,3.551659046918197e-05
0.453125,0.09375,3.626417273772028e-05
0.46875,0.09375,3.689630223404659e-05
0.484375,0.09375,3.74061499598848e-05
0.5,0.09375,3.7788184606826324e-05
0.515625,0.09375,3.8038314160782394e-05
0.53125,0.09375,3.815397718000429e-05
0.546875,0.09375,3.813417873647808e-05
0.5625,0.09375,3.7979469792201035e-05
0.578125,0.09375,3.769187261017169e-05
0.59375,0.09375,3.7274758244318925e-05
0.609375,0.09375,3.6732684858913903e-05
0.625,0.09375,3.607120737132389e-05
0.640625,0.09375,3.5296669618447316e-05
0.65625,0.09375,3.441598998433969e-05
0.671875,0.09375,3.3436450369497206e-05
0.6875,0.09375,3.236549676780513e-05
0.703125,0.09375,3.121055779777797e-05
0.71875,0.09375,2.997888554131362e-05
0.734375,0.09375,2.8677421160876376e-05
0.75,0.09375,2.731268612346368e-05
0.765625,0.09375,2.589069852950121e-05
0.78125,0.09375,2.4416913051361038e-05
0.796875,0.09375,2.2896182317356286e-05
0.8125,0.09375,2.1332737196498516e-05
0.828125,0.09375,1.973018329764217e-05
0.84375,0.09375,1.8091511040328046e-05
0.859375,0.09375,1.6419116832200283e-05
0.875,0.09375,1.4714833153783682e-05
0.890625,0.09375,1.297996566802872e-05
0.90625,0.09375,1.1215335810146663e-05
0.921875,0.09375,9.421327651755772e-06
0.9375,0.09375,7.597938158440427e-06
0.953125,0.09375,5.744830263893029e-06
0.96875,0.09375,3.861388463670462e-06
0.984375,0.09375,1.946776884506878e-06
1.0,0.09375,0.0
0.0,0.109375,0.0
0.015625,0.109375,1.365504654911726e-06
0.03125,0.109375,2.7547809687246603e-06
0.046875,0.109375,4.168650465314414e-06
0.0625,0.109375,5.607858422551958e-06
0.078125,0.109375,7.073019905734084e-06
0.09375,0.109375,8.564562296631225e-06
0.109375,0.109375,1.0082664111068475e-05
0.125,0.109375,1.162719003262713e-05
0.140625,0.109375,1.3197622274252339e-05
0.15625,0.109375,1.4792988625577306e-05
0.171875,0.109375,1.641178786041625e-05
0.1875,0.109375,1.8051913571691208e-05
0.203125,0.109375,1.9710577971725034e-05
0.21875,0.109375,2.1384237740459013e-05
0.234375,0.109375,2.3068524610726093e-05
0.25,0.109375,2.4758184025032184e-05
0.265625,0.109375,2.6447025844748253e-05
0.28125,0.109375,2.8127891685272803e-05
0.296875,0.109375,2.979264391562166e-05
0.3125,0.109375,3.143218160548488e-05
0.328125,0.109375,3.3036488619868145e-05
0.34375,0.109375,3.459471853799427e-05
0.359375,0.109375,3.609532000507135e-05
0.375,0.109375,3.75262044384967e-05
0.390625,0.109375,3.8874955685194434e-05
0.40625,0.109375,4.0129078327686535e-05
0.421875,0.109375,4.127627803155087e-05
0.4375,0.109375,4.230476389867587e-05
0.453125,0.109375,4.320355962375946e-05
0.46875,0.109375,4.396280779243901e-05
0.484375,0.109375,4.457405034885728e-05
0.5,0.109375,4.5030468445706766e-05
0.515625,0.109375,4.532706673743775e-05
0.53125,0.109375,4.5460790610415835e-05
0.546875,0.109375,4.5430569527125564e-05
0.5625,0.109375,4.523728504650102e-05
0.578125,0.109375,4.4883667505249375e-05
0.59375,0.109375,4.4374130152425484e-05
0.609375,0.109375,4.371455319854283e-05
0.625,0.109375,4.291203246051183e-05
0.640625,0.109375,4.197460798421145e-05
0.65625,0.109375,4.0910987352278705e-05
0.671875,0.109375,3.973027663364067e-05
0.6875,0.109375,3.844172947723259e-05
0.703125,0.109375,3.705452207274645e-05
0.71875,0.109375,3.557755892333338e-05
0.734375,0.109375,3.4019311845110635e-05
0.75,0.109375,3.2387692482169636e-05
0.765625,0.109375,3.068995697659547e-05
0.78125,0.109375,2.8932640267347275e-05
0.796875,0.109375,2.7121516769785963e-05
0.8125,0.109375,2.5261583841956556e-05
0.828125,0.109375,2.3357064395796028e-05
0.84375,0.109375,2.141142518277074e-05
0.859375,0.109375,1.9427407603148806e-05
0.875,0.109375,1.7407068296740175e-05
0.890625,0.109375,1.5351827223793137e-05
0.90625,0.109375,1.3262521403419019e-05
0.921875,0.109375,1.1139462919869529e-05
0.9375,0.109375,8.982500219543614e-06
0.953125,0.109375,6.791082095717161e-06
0.96875,0.109375,4.564324089594231e-06
0.984375,0.109375,2.3010773217645032e-06
1.0,0.109375,0.0
0.0,0.125,0.0
0.015625,0.125,1.5809972657640884e-06
0.03125,0.125,3.1896499088035765e-06
0.046875,0.125,4.827056345562088e-06
0.0625,0.125,6.494232486858876e-06
0.078125,0.125,8.192049631955152e-06
0.09375,0.125,9.921168050332004e-06
0.109375,0.125,1.1681965866312308e-05
0.125,0.125,1.3474463006967415e-05
0.140625,0.125,1.5298240179487808e-05
0.15625,0.125,1.715235312407897e-05
0.171875,0.125,1.9035242755426068e-05
0.1875,0.125,2.0944642270934822e-05
0.203125,0.125,2.2877482874954206e-05
0.21875,0.125,2.4829800446812967e-05
0.234375,0.125,2.6796646259249954e-05
0.25,0.125,2.877200571152985e-05
0.265625,0.125,3.07487299383806e-05
0.28125,0.125,3.271848602824792e-05
0.296875,0.125,3.4671732340570375e-05
0.3125,0.125,3.659772593021229e-05
0.328125,0.125,3.848456921870702e-05
0.34375,0.125,4.031930262907175e-05
0.359375,0.125,4.208804875605309e-05
0.375,0.125,4.377621163774302e-05
0.390625,0.125,4.536873175576348e-05
0.40625,0.125,4.685039355947383e-05
0.421875,0.125,4.8206177778072095e-05
0.4375,0.125,4.942164592540108e-05
0.453125,0.125,5.048333976161182e-05
0.46875,0.125,5.137917472203046e-05
0.484375,0.125,5.20988041466156e-05
0.5,0.125,5.263393111468184e-05
0.515625,0.125,5.297854711263581e-05
0.53125,0.125,5.312908155878314e-05
0.546875,0.125,5.308445288326886e-05
0.5625,0.125,5.284601956939097e-05
0.578125,0.125,5.2417437276514656e-05
0.59375,0.125,5.18044348835305e-05
0.609375,0.125,5.101452723933875e-05
0.625,0.125,5.005668516060637e-05
0.640625,0.125,4.894098373937861e-05
0.65625,0.125,4.767824860403796e-05
0.671875,0.125,4.6279716920504816e-05
0.6875,0.125,4.475672621448856e-05
0.703125,0.125,4.31204400998827e-05
0.71875,0.125,4.1381616168902355e-05
0.734375,0.125,3.955041795274631e-05
0.75,0.125,3.763627017297253e-05
0.765625,0.125,3.564775452892893e-05
0.78125,0.125,3.3592541972519645e-05
0.796875,0.125,3.1477356719880106e-05
0.8125,0.125,2.9307967024913076e-05
0.828125,0.125,2.708919787162483e-05
0.84375,0.125,2.4824961119342467e-05
0.859375,0.125,2.251829916258138e-05
0.875,0.125,2.0171438770755647e-05
0.890625,0.125,1.778585239675741e-05
0.90625,0.125,1.536232484960877e-05
0.921875,0.125,1.2901023790991191e-05
0.9375,0.125,1.0401573025329816e-05
0.953125,0.125,7.86312800256429e-06
0.96875,0.125,5.284453340382327e-06
0.984375,0.125,2.6640024984585245e-06
1.0,0.125,0.0
0.0,0.140625,0.0
0.015625,0.140625,1.8015610062246383e-06
0.03125,0.140625,3.634808634365942e-06
0.046875,0.140625,5.501183675850092e-06
0.0625,0.140625,7.4020408379305845e-06
0.078125,0.140625,9.338578698527816e-06
0.09375,0.140625,1.1311764412643986e-05
0.109375,0.140625,1.3322252556701901e-05
0.125,0.140625,1.537029764140715e-05
0.140625,0.140625,1.74556600388605e-05
0.15625,0.140625,1.957750537258769e-05
0.171875,0.140625,2.1734297828246686e-05
0.1875,0.140625,2.392368837629651e-05
0.203125,0.140625,2.6142399572042186e-05
0.21875,0.140625,2.8386109424187917e-05
0.234375,0.140625,3.064933780167312e-05
0.25,0.140625,3.2925339965857475e-05
0.265625,0.140625,3.520601303376457e-05
0.28125,0.140625,3.748182242937069e-05
0.296875,0.140625,3.974175655539357e-05
0.3125,0.140625,4.197331886320137e-05
0.328125,0.140625,4.416256701135329e-05
0.34375,0.140625,4.629420864181076e-05
0.359375,0.140625,4.835176220536042e-05
0.375,0.140625,5.031778899063835e-05
0.390625,0.140625,5.217419888485089e-05
0.40625,0.140625,5.390262739452474e-05
0.421875,0.140625,5.5484875276996335e-05
0.4375,0.140625,5.690339525161266e-05
0.453125,0.140625,5.814180343967726e-05
0.46875,0.140625,5.918538742387599e-05
0.484375,0.140625,6.00215792081443e-05
0.5,0.140625,6.0640360846333935e-05
0.515625,0.140625,6.103457364590697e-05
0.53125,0.140625,6.120010858867559e-05
0.546875,0.140625,6.11359652071584e-05
0.5625,0.140625,6.084417729636246e-05
0.578125,0.140625,6.032961490860557e-05
0.59375,0.140625,5.959968151789422e-05
0.609375,0.140625,5.8663931890975814e-05
0.625,0.140625,5.753363950193831e-05
0.640625,0.140625,5.6221342336498615e-05
0.65625,0.140625,5.474039320967085e-05
0.671875,0.140625,5.3104536115301335e-05
0.6875,0.140625,5.132752455961499e-05
0.703125,0.140625,4.9422792125746725e-05
0.71875,0.140625,4.7403180293645044e-05
0.734375,0.140625,4.528072418737596e-05
0.75,0.140625,4.3066493611884464e-05
0.765625,0.140625,4.077048447756016e-05
0.78125,0.140625,3.8401554385433916e-05
0.796875,0.140625,3.596739559066775e-05
0.8125,0.140625,3.347453859050297e-05
0.828125,0.140625,3.0928380017250624e-05
0.84375,0.140625,2.8333229204267783e-05
0.859375,0.140625,2.5692368611555956e-05
0.875,0.140625,2.3008124157716125e-05
0.890625,0.140625,2.0281942344868846e-05
0.90625,0.140625,1.751447184439506e-05
0.921875,0.140625,1.470564791329776e-05
0.9375,0.140625,1.1854778625532553e-05
0.953125,0.140625,8.96063242982346e-06
0.96875,0.140625,6.021526989701262e-06
0.984375,0.140625,3.035419628750393e-06
1.0,0.140625,0.0
0.0,0.15625,0.0
0.015625,0.15625,2.0270543377857407e-06
0.03125,0.15625,4.089980217975677e-06
0.046875,0.15625,6.190635359735979e-06
0.0625,0.15625,8.330791170296638e-06
0.078125,0.15625,1.0512055173161958e-05
0.09375,0.15625,1.2735787126414569e-05
0.109375,0.15625,1.500300792699044e-05
0.125,0.15625,1.7314300526775178e-05
0.140625,0.15625,1.9669702295351784e-05
0.15625,0.15625,2.2068588573964932e-05
0.171875,0.15625,2.4509547601117383e-05
0.1875,0.15625,2.6990247579906863e-05
0.203125,0.15625,2.950729742874193e-05
0.21875,0.15625,3.205610373524382e-05
0.234375,0.15625,3.463072763419212e-05
0.25,0.15625,3.722374675426651e-05
0.265625,0.15625,3.982612899838675e-05
0.28125,0.15625,4.242712667247334e-05
0.296875,0.15625,4.5014201237373654e-05
0.3125,0.15625,4.757299054083061e-05
0.328125,0.15625,5.008733152619378e-05
0.34375,0.15625,5.253935177195931e-05
0.359375,0.15625,5.4909642394766056e-05
0.375,0.15625,5.717752244110157e-05
0.390625,0.15625,5.9321400559984585e-05
0.40625,0.15625,6.13192333278625e-05
0.421875,0.15625,6.314907123187917e-05
0.4375,0.15625,6.478967357770939e-05
0.453125,0.15625,6.622116352927386e-05
0.46875,0.15625,6.742568560170487e-05
0.484375,0.15625,6.838802193771548e-05
0.5,0.15625,6.909612219173785e-05
0.515625,0.15625,6.954150583858772e-05
0.53125,0.15625,6.971950525514796e-05
0.546875,0.15625,6.962933189050647e-05
0.5625,0.15625,6.927396415304036e-05
0.578125,0.15625,6.865987170828483e-05
0.59375,0.15625,6.77966042425574e-05
0.609375,0.15625,6.669628165801518e-05
0.625,0.15625,6.53730264040249e-05
0.640625,0.15625,6.38423775142887e-05
